inchikey,substance_name,chemont_label,chemont_labels
HQYCOEXWFMFWLR-UHFFFAOYSA-K,vanadium chloride,Transition metal chlorides,Transition metal chlorides
HQYFKBJJJHDINU-UHFFFAOYSA-L,Zinc di(benzimidazol-2-yl) disulphide,Benzimidazoles,Benzimidazoles
HQYOWPDUMCBSLQ-UHFFFAOYSA-L,Barium tartrate,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives
HQZKNCJWLIWCSV-UHFFFAOYSA-N,"dichloro-1,2-thiazole-5-carboxylic acid",Thiazolecarboxylic acids and derivatives,Thiazolecarboxylic acids and derivatives|Thiazoles
HQZMRJBVCVYVQA-UHFFFAOYSA-N,Methyl N-methylaminoacetate hydrochloride,Alpha amino acid esters,Alpha amino acid esters|Alpha amino acids and derivatives
HRAQMGWTPNOILP-UHFFFAOYSA-N,"4-ethoxybenzoic acid, ethyl ester",Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HRBKVYFZANMGRE-UHFFFAOYSA-N,Chlorpyrifos-methyl,Aryl thiophosphates,Aryl thiophosphates|Thiophosphoric acid esters|Organic thiophosphoric acids and derivatives
HRBKVYFZANMGRE-UHFFFAOYSA-N,"chlorpyrifos-methyl (ISO); O,O-dimethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate",Aryl thiophosphates,Aryl thiophosphates|Thiophosphoric acid esters|Organic thiophosphoric acids and derivatives
HRGPYCVTDOECMG-RHBQXOTJSA-N,"[3R-(3α,3aβ,6α,7β,8aα)]-octahydro-6-methoxy-3,6,8,8-tetramethyl-1H-3a,7-methanoazulene",Cedrane and isocedrane sesquiterpenoids,Cedrane and isocedrane sesquiterpenoids|Sesquiterpenoids
HRKAMJBPFPHCSD-UHFFFAOYSA-N,Triisobutyl phosphate,Trialkyl phosphates,Trialkyl phosphates|Alkyl phosphates|Phosphate esters|Organic phosphoric acids and derivatives
HRKAMJBPFPHCSD-UHFFFAOYSA-N,triisobutyl phosphate,Trialkyl phosphates,Trialkyl phosphates|Alkyl phosphates|Phosphate esters|Organic phosphoric acids and derivatives
HRKNNHYKWGYTEN-HOQMJRDDSA-N,"(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-11-(4-Dimethylamino-3-hydroxy-6-methyl-tetrahydro-pyran-2-yloxy)-2-ethyl-3,4,10-trihydroxy-13-(5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydropyran-2-yloxy)-3,5,8,10,12,14-hexamethyl-1-oxa-6-azacyclopentadecan-15-one",Aminoglycosides,Aminoglycosides|Aminosaccharides
HRMLDMALWZLZAF-UHFFFAOYSA-N,1-{[(methylsulphanyl)carbonyl]oxy}ethyl 2-methylpropanoate,Monothioacetals,Monothioacetals
HRNLUBSXIHFDHP-UHFFFAOYSA-N,Peroxidase,Benzanilides,Benzanilides|Aromatic anilides|Anilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
HROYYSHPCWDUJQ-UHFFFAOYSA-N,"3,5-dimethylhex-3-en-2-ol",Secondary alcohols,Secondary alcohols
HRPVXLWXLXDGHG-UHFFFAOYSA-N,Acrylamide,Carboximidic acids,Carboximidic acids|Carboximidic acids and derivatives
HRPVXLWXLXDGHG-UHFFFAOYSA-N,acrylamide,Carboximidic acids,Carboximidic acids|Carboximidic acids and derivatives
HRPVXLWXLXDGHG-UHFFFAOYSA-N,acrylamide; prop-2-enamide,Carboximidic acids,Carboximidic acids|Carboximidic acids and derivatives
HRQGCQVOJVTVLU-UHFFFAOYSA-N,bis(chloromethyl) ether; oxybis(chloromethane),Organochlorides,Organochlorides
HRQKYZLPDOKAFK-UHFFFAOYSA-N,"3,7,7-trimethylbicyclo[4.1.0]heptane-2-methanol",Bicyclic monoterpenoids,Bicyclic monoterpenoids|Monoterpenoids
HRRVLSKRYVIEPR-UHFFFAOYSA-N,5-hydroxyiminobarbituric acid,Hydroxypyrimidines,Hydroxypyrimidines|Pyrimidines and pyrimidine derivatives
HRSLYNJTMYIRHM-UHFFFAOYSA-N,"2,2'-((3,3', 5,5'-tetramethyl-(1,1'-biphenyl)-4,4'-diyl)-bis(oxymethylene))-bis-oxirane",Biphenyls and derivatives,Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HRSLYNJTMYIRHM-UHFFFAOYSA-N,"2,2'-((3,3',5,5'-tetramethyl-(1,1'-biphenyl)-4,4'-diyl)-bis(oxymethylene))-bis-oxirane",Biphenyls and derivatives,Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HRUQNUFHAHTISK-UHFFFAOYSA-N,Oxo(propan-2-olato)aluminium,Organic aluminates,Organic aluminates|Organic oxoanionic compounds
HRWAGCVMOGWQJF-UHFFFAOYSA-N,6-methoxy-2-(4-methoxyphenyl)benzo[b]thiophene,1-benzothiophenes,1-benzothiophenes
HRWYHCYGVIJOEC-UHFFFAOYSA-N,[(octyloxy)methyl]oxirane,Epoxides,Epoxides
HRXKRNGNAMMEHJ-UHFFFAOYSA-K,Trisodium citrate,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives|Carboxylic acids and derivatives
HRYZWHHZPQKTII-UHFFFAOYSA-N,Chloroethane,Organochlorides,Organochlorides
HRYZWHHZPQKTII-UHFFFAOYSA-N,chloroethane,Organochlorides,Organochlorides
HRZCFMBEYNVYMD-UHFFFAOYSA-N,"2,2`-[6-(phenylamino)-1,3,5-triazine-2,4-diyl]diphenol",Aniline and substituted anilines,Aniline and substituted anilines|Benzene and substituted derivatives|Benzenoids|Organic compounds
HRZFUMHJMZEROT-UHFFFAOYSA-L,Disodium disulphite,Alkali metal dithionites,Alkali metal dithionites
HRZFUMHJMZEROT-UHFFFAOYSA-L,Sodium metabisulphite,Alkali metal dithionites,Alkali metal dithionites
HRZFUMHJMZEROT-UHFFFAOYSA-L,sodium metabisulphite,Alkali metal dithionites,Alkali metal dithionites
HSDAJNMJOMSNEV-UHFFFAOYSA-N,Benzyl chloroformate,Benzyloxycarbonyls,Benzyloxycarbonyls|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSDAJNMJOMSNEV-UHFFFAOYSA-N,benzyl chloroformate,Benzyloxycarbonyls,Benzyloxycarbonyls|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSFAWUHLKHOAMS-DVQNSPCQSA-I,"Tetrasodium [5-((4-amino-6-chloro-1,3,5-triazin-2-yl)amino)-2-((2-hydroxy-3,5-disulfonatophenylazo)-2-sulfonatobenzylidenehydrazino)benzoate]copper(II)",Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSFAWUHLKHOAMS-DVQNSPCQSA-I,"tetrasodium [5-((4-amino-6-chloro-1,3,5-triazin-2-yl)amino)-2-((2-hydroxy-3,5-disulfonatophenylazo)-2- sulfonatobenzylidenehydrazino)benzoate]copper(II)",Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSFWRNGVRCDJHI-UHFFFAOYSA-N,Acetylene,Acetylides,Acetylides|Organic compounds
HSFWRNGVRCDJHI-UHFFFAOYSA-N,acetylene,Acetylides,Acetylides|Organic compounds
HSFWRNGVRCDJHI-UHFFFAOYSA-N,acetylene; ethyne,Acetylides,Acetylides|Organic compounds
HSGGSKCDDPPKMD-UHFFFAOYSA-N,5'-chloro-2'-methoxyacetoacetanilide,Anilides,Anilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSHGZXNAXBPPDL-HZGVNTEJSA-N,3-acetoxymethylen-7-amino-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,Alpha amino acids and derivatives,Alpha amino acids and derivatives
HSHHYPGDVDYRPV-UHFFFAOYSA-N,"Sodium bis[4-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-3-hydroxy-N,N-dimethylbenzene-1-sulphonamidato(2-)]chromate(1-)",Phenylpyrazoles,Phenylpyrazoles|Pyrazoles
HSJPMRKMPBAUAU-UHFFFAOYSA-N,Cerium trinitrate,Lanthanide nitrates,Lanthanide nitrates
HSLFISVKRDQEBY-UHFFFAOYSA-N,"1,1-bis(tert-butylperoxy)cyclohexane",Dialkyl peroxides,Dialkyl peroxides
HSLFISVKRDQEBY-UHFFFAOYSA-N,Cyclohexylidenebis[tert-butyl] peroxide,Dialkyl peroxides,Dialkyl peroxides
HSLLZISLOQPUNP-UHFFFAOYSA-N,"8-Chloro-11-(1-methyl-piperidin-4-yl)-6,11-dihydro-5Hbenzo[5,6]cyclohepta[1,2-b]pyridin-11-ol",Benzocycloheptapyridines,Benzocycloheptapyridines
HSMVPDGQOIQYSR-UHFFFAOYSA-N,Triflumizole,Trifluoromethylbenzenes,Trifluoromethylbenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSMVPDGQOIQYSR-UHFFFAOYSA-N,triflumizole (ISO); (1E)-N-[4-chloro-2-(trifluoromethyl)phenyl]-1-(1H-imidazol-1-yl)-2-propoxyethanimine,Trifluoromethylbenzenes,Trifluoromethylbenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSNQNPCNYIJJHT-ISLYRVAYSA-N,Octadec-9-ene,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons
HSNUIYJWTSJUMS-UHFFFAOYSA-N,Sodium trimethylsilanolate,Trialkylheterosilanes,Trialkylheterosilanes|Organoheterosilanes
HSOFIFZZCZLBFE-UHFFFAOYSA-N,"4-methyl-5-propoxy-2,4-dihydro-3H-1,2,4-triazol-3-one",Alkyl aryl ethers,Alkyl aryl ethers
HSPGVWWLMFCIKW-UHFFFAOYSA-N,"L-Tyrosine, N-acetyl-3,5-diamino-O-(4-methoxyphenyl)-, ethyl ester",Phenylalanine and derivatives,Phenylalanine and derivatives|Alpha amino acids and derivatives
HSPRVWPULGKMRC-UHFFFAOYSA-N,"Octahydro-4,7-methano-1H-indene-5-methanol",Monoterpenoids,Monoterpenoids
HSSBORCLYSCBJR-UHFFFAOYSA-N,Chloramben,Dichlorobenzoic acids,Dichlorobenzoic acids|Benzoic acids|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSTOKWSFWGCZMH-UHFFFAOYSA-N,"biphenyl-3,3', 4,4'-tetrayltetraamine; diaminobenzidine","3,3'-disubstituted benzidines","3,3'-disubstituted benzidines|Benzidines|Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds"
HSUIVCLOAAJSRE-UHFFFAOYSA-N,Bis(2-methoxyethyl) phthalate,Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSUIVCLOAAJSRE-UHFFFAOYSA-N,bis(2-methoxyethyl) phthalate,Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSUIVCLOAAJSRE-UHFFFAOYSA-N,dimethoxyethylphthalate,Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSVNXSQHXKNAOX-UHFFFAOYSA-N,Dibutyl [(dipropoxyphosphinothioyl)thio]succinate,Fatty acid esters,Fatty acid esters
HSWCOAGQYSBFAK-UHFFFAOYSA-N,3-bromo-5-fluoro-2-methoxypyridine,Polyhalopyridines,Polyhalopyridines
HSWXSHNPRUMJKI-UHFFFAOYSA-N,[7-hydroxy-8-[(2-methoxyphenyl)azo]-2-naphthyl]trimethylammonium chloride,Naphthalenes,Naphthalenes|Benzenoids|Organic compounds
HSXKWKJCZNRMJO-UHFFFAOYSA-N,5-nitrofurfurylidene di(acetate),Nitrofurans,Nitrofurans
HSXZUJITRDSCOP-FKEPNHGQSA-N,"2,4-bis[(4-dodecylphenyl)azo]resorcinol",Phenylhydrazines,Phenylhydrazines|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSYOWUOUDXDSMC-UHFFFAOYSA-N,"6-amino-2,2-dimethyl-2H-pyridol[3,2-b][1,4]oxazin-3(4H)-one",Aminopyridines and derivatives,Aminopyridines and derivatives|Pyridines and derivatives
HSZCJVZRHXPCIA-UHFFFAOYSA-N,N-benzyl-N-ethylaniline,Phenylbenzamines,Phenylbenzamines|Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
HSZCZNFXUDYRKD-UHFFFAOYSA-M,Lithium iodide,Alkali metal iodides,Alkali metal iodides
HSZCZNFXUDYRKD-UHFFFAOYSA-M,lithium iodide,Alkali metal iodides,Alkali metal iodides
HTCRKQHJUYBQTK-UHFFFAOYSA-N,"O-(2-ethylhexyl) O,O-tert-pentyl peroxycarbonate",Organic carbonic acids and derivatives,Organic carbonic acids and derivatives
HTDJPCNNEPUOOQ-UHFFFAOYSA-N,Hexamethylcyclotrisiloxane,Organoheterosilanes,Organoheterosilanes
HTENFZMEHKCNMD-UHFFFAOYSA-N,"4,10-dibromodibenzo[def,mno]chrysene-6,12-dione",Benzopyrenes,Benzopyrenes|Pyrenes|Benzenoids|Organic compounds
HTFQSOIWEISWDY-UHFFFAOYSA-N,"2,3,6-trimethylcyclohexanol",Cyclohexanols,Cyclohexanols|Secondary alcohols
HTGKTSVPJJNEMQ-UHFFFAOYSA-N,1-(allyl)pyrrolidine-2-methylamine,N-alkylpyrrolidines,N-alkylpyrrolidines|Pyrrolidines
HTIMJOMXENVRPZ-UHFFFAOYSA-L,"Calcium 3,5,5-trimethylhexanoate",Medium-chain fatty acids,Medium-chain fatty acids|Fatty acids and conjugates
HTIQEAQVCYTUBX-UHFFFAOYSA-N,"3-ethyl 5-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-1,4-dihydro-6-methyl-3,5-pyridinedicarboxylate",Dihydropyridinecarboxylic acids and derivatives,Dihydropyridinecarboxylic acids and derivatives|Dihydropyridines|Hydropyridines|Pyridines and derivatives
HTJDQJBWANPRPF-UHFFFAOYSA-N,Cyclopropylamine,Monoalkylamines,Monoalkylamines
HTLPAEWBUABNNS-UHFFFAOYSA-L,"Dihydrogen [[N,N'-ethylenebis[N-(carboxymethyl)glycinato]](4-)-N,N',O,O',ON,ON']nickelate(2-)",Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives|Carboxylic acids and derivatives
HTLZVHNRZJPSMI-UHFFFAOYSA-N,1-ethylpiperidine,Piperidines,Piperidines
HTMQZWFSTJVJEQ-UHFFFAOYSA-N,Dibenzyl sulphoxide,Benzyl alkyl sulfoxides,Benzyl alkyl sulfoxides
HTPJPKXFBLUBPI-UHFFFAOYSA-I,"Benzoic acid, 2-hydroxy-5-[[4-[[4-[[8-hydroxy-7-[[4-[(8-hydroxy-3,6-disulfo-1-naphthalenyl)azo]-2-methoxy-5-methylphenyl]azo]-3,6-disulfo-1-naphthalenyl]amino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]phenyl]azo]-, pentasodium salt",2-naphthalene sulfonates,2-naphthalene sulfonates
HTQAGAJZBGSZIY-UHFFFAOYSA-N,Pentaerythritoltetracyanoacetic ester,Tetracarboxylic acids and derivatives,Tetracarboxylic acids and derivatives|Carboxylic acids and derivatives
HTQMVQVXFRQIKW-UHFFFAOYSA-N,2-ethoxy-1-[[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl]-1H-benzimidazole-7-carboxylic acid,Biphenyls and derivatives,Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HTQNYBBTZSBWKL-UHFFFAOYSA-N,"2,3,4-trihydroxybenzophenone",Benzophenones,Benzophenones|Benzene and substituted derivatives|Benzenoids|Organic compounds
HTRNHWBOBYFTQF-UHFFFAOYSA-N,"4-bromo-2-fluoro-1,1'-biphenyl",Brominated biphenyls,Brominated biphenyls|Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HTSAIYNUUSUYAJ-UHFFFAOYSA-N,2-acetamido-5-aminobenzenesulphonic acid,Acetanilides,Acetanilides|Anilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
HTVITOHKHWFJKO-UHFFFAOYSA-N,"4,4'-(1-methylpropylidene)bisphenol",Bisphenols,Bisphenols|Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HTVITOHKHWFJKO-UHFFFAOYSA-N,"4,4'-(1-methylpropylidene)bisphenol; bisphenol B",Bisphenols,Bisphenols|Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HTZCNXWZYVXIMZ-UHFFFAOYSA-M,Benzyltriethylammonium chloride,Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
HTZGPEHWQCRXGZ-UHFFFAOYSA-N,1-(5-chloro-2-thienyl)ethan-1-one,Aryl alkyl ketones,Aryl alkyl ketones|Aryl ketones|Ketones|Carbonyl compounds|Organooxygen compounds
HTZMRMLUWYGQFB-UHFFFAOYSA-L,Barium m-toluate,Benzoic acids,Benzoic acids|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HUBANNPOLNYSAD-UHFFFAOYSA-N,"3,6-dichloropyridine-2-carboxylic acid",Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
HUBANNPOLNYSAD-UHFFFAOYSA-N,Clopyralid,Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
HUBANNPOLNYSAD-UHFFFAOYSA-N,"clopyralid (ISO); 3,6-dichloropyridine-2-carboxylic acid",Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
HUCVOHYBFXVBRW-UHFFFAOYSA-M,Caesium hydroxide,Alkali metal hydroxides,Alkali metal hydroxides
HUCXKZBETONXFO-NJFMWZAGSA-N,"(5E,9E,13E)-6,10,14,18-tetramethylnonadeca-5,9,13,17-tetraen-2-one",Acyclic diterpenoids,Acyclic diterpenoids|Diterpenoids
HUFTWIJFTZKVMR-UHFFFAOYSA-N,1-(4-tert-butylphenyl)-4-(4-hydroxypiperidin-1-yl)butan-1-one,Alkyl-phenylketones,Alkyl-phenylketones
HUFXECXTFFUYQG-UHFFFAOYSA-N,"2,6-bis[[bis(2-hydroxyethyl)amino]methyl]-4-nonylphenol",Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
HUHGPYXAVBJSJV-UHFFFAOYSA-N,"2,2',2""-(hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol; 1,3,5-tris(2-hydroxyethyl)hexahydro-1,3,5-triazine","1,3,5-triazinanes","1,3,5-triazinanes"
HUHGPYXAVBJSJV-UHFFFAOYSA-N,"2,2',2''-(hexahydro-1,3,5-triazine-1,3,5-triyl)triethanol","1,3,5-triazinanes","1,3,5-triazinanes"
HUHGPYXAVBJSJV-UHFFFAOYSA-N,"hexahydro-1 3,5-tris(hydroxyethyl)-s-triazine (N-formal)","1,3,5-triazinanes","1,3,5-triazinanes"
HUHKPYLEVGCJTG-UHFFFAOYSA-N,[ditert-butyl(trifluoromethylsulfonyloxy)silyl] trifluoromethanesulfonate,Trifluoromethanesulfonates,Trifluoromethanesulfonates
HUIYGGQINIVDNW-UHFFFAOYSA-N,Butyl anthranilate,Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HULNYTPFPARJMG-UHFFFAOYSA-N,4-[[4-(aminocarbonyl)phenyl]azo]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide,Naphthols and derivatives,Naphthols and derivatives|Naphthalenes|Benzenoids|Organic compounds
HUMIEJNVCICTPJ-UHFFFAOYSA-N,"2,2-dimethoxyethylmethylamine",Acetals,Acetals
HUMLQUKVJARKRN-UHFFFAOYSA-M,Sodium dibutyldithiocarbamate,Organic alkali metal salts,Organic alkali metal salts|Organic metal salts|Organic salts|Organic compounds
HUMLQUKVJARKRN-UHFFFAOYSA-M,sodium dibutyldithiocarbamate,Organic alkali metal salts,Organic alkali metal salts|Organic metal salts|Organic salts|Organic compounds
HUMNYLRZRPPJDN-UHFFFAOYSA-N,Benzaldehyde,Benzoyl derivatives,Benzoyl derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HUMNYLRZRPPJDN-UHFFFAOYSA-N,benzaldehyde,Benzoyl derivatives,Benzoyl derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HUSIBQLZEMMTCQ-UHFFFAOYSA-N,"2'-anilino-6'-[ethyl(3-methylbutyl)amino]-3'-methylspiro[isobenzofuran-1(3H),9'-[9H]xanthene]-3-one",Xanthenes,Xanthenes
HUTBITLDXCEAPZ-UHFFFAOYSA-N,Iron citrate,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives|Carboxylic acids and derivatives
HUTDDBSSHVOYJR-UHFFFAOYSA-H,trilead bis(orthophosphate),Post-transition metal phosphates,Post-transition metal phosphates
HUTDUHSNJYTCAR-UHFFFAOYSA-N,Ancymidol,Anisoles,Anisoles|Phenol ethers|Benzenoids|Organic compounds
HUUOUJVWIOKBMD-UHFFFAOYSA-N,Bismuth vanadium tetraoxide,Post-transition metal salts,Post-transition metal salts
HUUPVABNAQUEJW-UHFFFAOYSA-N,1-methyl-4-piperidone,Piperidinones,Piperidinones|Piperidines
HUVRATWEFXEASA-UHFFFAOYSA-M,Sodium 1-amino-4-[2-methyl-5-(4-methylphenylsulfonylamino)phenylamino]anthraquinone-2-sulfonate,Anthraquinones,Anthraquinones|Anthracenes|Benzenoids|Organic compounds
HUVRATWEFXEASA-UHFFFAOYSA-M,sodium 1-amino-4-[2-methyl-5-(4-methylphenylsulfonylamino)phenylamino]anthraquinone-2-sulfonate,Anthraquinones,Anthraquinones|Anthracenes|Benzenoids|Organic compounds
HUVYTMDMDZRHBN-UHFFFAOYSA-N,"2-(2H-BENZOTRIAZOL-2-YL)-4-METHYL-6-[2-METHYL-3-[1,3,3,3-TETRAMETHYL-1-[(TRIMETHYLSILYL)OXY]DISILOXANYL]PROPYL]PHENOL","Phenyl-1,2,3-triazoles","Phenyl-1,2,3-triazoles"
HUVYTMDMDZRHBN-UHFFFAOYSA-N,SL-01,"Phenyl-1,2,3-triazoles","Phenyl-1,2,3-triazoles"
HUWWFOPCZSIFKK-MERQFXBCSA-N,"(6S)-6-(propylamino)-5,6,7,8-tetrahydronaphthalen-1-ol hydrobromide (1:1)",Tetralins,Tetralins|Benzenoids|Organic compounds
HUWXDEQWWKGHRV-UHFFFAOYSA-N,"3,3'-dichlorobenzidine; 3,3'-dichlorobiphenyl-4,4'-ylenediamine","3,3'-disubstituted benzidines","3,3'-disubstituted benzidines|Benzidines|Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds"
HUXQMCFHKGATCP-UHFFFAOYSA-N,Non-8-enyl acetate,Fatty alcohol esters,Fatty alcohol esters
HUXYPHWJPJYMBC-UHFFFAOYSA-N,polyglycerol ricinoleate,Dialkylglycerols,Dialkylglycerols
HUYJTJXLNBOVFO-UHFFFAOYSA-N,7-hydroxynaphthalene-1-sulphonic acid,1-naphthalene sulfonates,1-naphthalene sulfonates
HUYSJTOEPQIWCM-BGNBUWATSA-M,"1-Propanaminium, 2-hydroxy-N-(2-hydroxyethyl)-N-methyl-N-[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]-3-sulfo-, methyl sulfate, sodium salt (1:1:1)",Cholines,Cholines|Quaternary ammonium salts|Organonitrogen compounds
HUYXPANWJVOYCI-UHFFFAOYSA-N,"decahydro-2,2,6,6,7,8,8-heptamethyl-2H-Indeno[4,5-b] furan",Iridoids and derivatives,Iridoids and derivatives|Monoterpenoids
HVAAHUDGWQAAOJ-UHFFFAOYSA-N,N-ethylbenzylamine,Phenylmethylamines,Phenylmethylamines|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVBSAKJJOYLTQU-UHFFFAOYSA-N,Sulphanilic acid,Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVBSAKJJOYLTQU-UHFFFAOYSA-N,sulphanilic acid; 4-aminobenzenesulphonic acid,Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVCCFMAPGCBCHZ-UHFFFAOYSA-N,"1,2-Ethanediamine 4-methylbenzenesulfonate (1:1)",Monoalkylamines,Monoalkylamines
HVCCFMAPGCBCHZ-UHFFFAOYSA-N,Ethylenediamine p-toluenesulphonate,Monoalkylamines,Monoalkylamines
HVCFCNAITDHQFX-UHFFFAOYSA-N,Cyclopropyl methyl ketone,Ketones,Ketones|Carbonyl compounds|Organooxygen compounds
HVCNXQOWACZAFN-UHFFFAOYSA-N,4-ethylmorpholine,Morpholines,Morpholines
HVDJXXVDNDLBQY-UHFFFAOYSA-N,"1,3,2-Dioxaphosphorinane, 5-butyl-5-ethyl-2-(2,4,6-tris(1,1-dimethylethyl)phenoxy)-",Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVDJXXVDNDLBQY-UHFFFAOYSA-N,"2,4,6-tri-tert-butylphenyl 2-butyl-2-ethyl-1,3-propanediolphosphite",Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVDJXXVDNDLBQY-UHFFFAOYSA-N,"2,4,6-tris(tert-butyl)phenyl-2-butyl-2-ethyl-1,3-propanediol phosphite",Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVDUMYBPGXAPLG-UHFFFAOYSA-M,"Sodium 1-amino-4-[[3,5-bis[[(chloroacetyl)amino]methyl]-2,4,6-trimethylphenyl]amino]-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",Anthraquinones,Anthraquinones|Anthracenes|Benzenoids|Organic compounds
HVGZQCSMLUDISR-UHFFFAOYSA-N,Phenethyl propionate,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
HVHNMNGARPCGGD-UHFFFAOYSA-N,2-nitro-p-phenylenediamine,Nitrobenzenes,Nitrobenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVJBZXQRUXFOHC-UHFFFAOYSA-N,"1,3-di(prop-2,2-diyl)benzene bis(neodecanoylperoxide)",Phenylpropanes,Phenylpropanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVJKZICIMIWFCP-UHFFFAOYSA-N,Benzyl isovalerate,Benzyloxycarbonyls,Benzyloxycarbonyls|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVLLSGMXQDNUAL-UHFFFAOYSA-N,Triphenyl phosphite,Phenoxy compounds,Phenoxy compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVLLSGMXQDNUAL-UHFFFAOYSA-N,triphenyl phosphite,Phenoxy compounds,Phenoxy compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
HVLQURGQQISYSQ-UHFFFAOYSA-N,"tert-butyl 2,7-diazaspiro[3.5]nonane-7-carboxylate;hydrochloride",Piperidinecarboxylic acids,Piperidinecarboxylic acids
HVLUYXIJZLDNIS-UHFFFAOYSA-N,Thiophene-2-ethylamine,2-arylethylamines,2-arylethylamines
HVTICUPFWKNHNG-UHFFFAOYSA-N,Iodoethane,Organoiodides,Organoiodides
HVUMOYIDDBPOLL-XWVZOOPGSA-N,Sorbitan stearate,Fatty acid esters,Fatty acid esters
HVUMOYIDDBPOLL-XWVZOOPGSA-N,sorbitan monostearate,Fatty acid esters,Fatty acid esters
