substance_name,entity_type,matchable,is_group,equivalent_node,equivalent_level,relationship_type,confidence,emb_match,emb_score,emb_agrees
"pentapotassium 2-(4-{5-[1-(2,5-disulfophenyl)-4,5-dihydro-3-methylcarbamoyl-5-oxopyrazol-4-ylidene]-3-(2-pyrrolidinone-1-yl)-1,3-pentadienyl}-3-methylcarbamoyl-5-oxopyrazol-1-yl)benzene-1,4-disulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"C18 unsaturated fatty acids, reaction products with 1-aminopropan-2-ol, maleic anhydride and sodium bisulfite",Unclassified,TRUE,TRUE,Fatty acids and conjugates,subclass,broader,low,NA,NA,FALSE
5-formaminoimidazole-4-carboxamide formate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Landes pine tar,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of 2-ethylhexan-1-ol with hexamethylene diisocyanate, allophanate-type",Unclassified,TRUE,TRUE,Polycarbamates,class,subset,medium,NA,NA,FALSE
"Alkanes, C<sub>12-26</sub>-branched and linear",CAS without structure,TRUE,TRUE,Alkanes,subclass,subset,high,NA,NA,FALSE
"Reaction products of 3-methylbutanal and 3-methylbut-3-en-1-ol, distillation overheads, acid-treated, hydrogenated",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
LANTHANUM STRONTIUM MANGANESE OXIDE,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
179U60,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"1H-Imidazole, reaction products with epichlorohydrin",CAS without structure,TRUE,TRUE,Azoles,class,subset,low,NA,NA,FALSE
"Fructofuranosidase, β-",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"7-amino-4-hydroxy-2-naphthalenesulfonic acid, coupled with 5 (or 8) -amino-8 (or 5)-[[4-[[4-[[4-amino-6(or 7)-sulfo-1-naphthyl]azo]phenyl]amino]-3-sulfophenyl]azo]-2-naphthalenesulfonic acid and 4-hydroxy-7-(phenylamino)-2-naphthalenesulfonic acid, sodium salt",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Alfalfa, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"((2R, 5S)-5-(4-Amino-5-fluoro-2-oxo-2H-pyrimidin-1-yl)-[1,3]oxathiolane-2-carboxylic Acid, (2S)-Isopropyl-(5R)-methyl-(1R)-cyclohexyl Ester",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hydrocarbons, C4, 1,3-butadiene- and isobutene-free",CAS without structure,TRUE,TRUE,Hydrocarbons,superclass,subset,high,NA,NA,FALSE
NTX 1928,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Tar bases, coal, crude",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Aluminum chloride, basic, reaction products with silica",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Reaction products of 2-Anthracenesulfonic acid, 1-amino-4-[[3-[[4-chloro-6-[(3-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, trisodium salt and 2-Anthracenesulfonic acid, 1-amino-4-[[3-[[4-chloro-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, trisodium salt and lithium chloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"organopolysiloxanes, linear or branched with methylgroups",CAS without structure,TRUE,TRUE,Siloxanes,subclass,subset,medium,NA,NA,FALSE
"1,1,1-trimethyl-2-(methoxycarbonylethyl)hydrazonium bromide",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
PIBH,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Stearic acid, reaction product with 2-aminoethanol, maleic anhydride and sodium sulfite",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
tragacanth gum,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Condensation products of N-(6-aminohexyl)-12-hydroxyoctadecanamide and sebacic acid,Unclassified,TRUE,TRUE,Carboxylic acid amides,direct_parent,subset,low,NA,NA,FALSE
"(2S,3S,4R)-methyl 4-((3-(1,1-difluorobut-3-en-1-yl)-7-methoxyquinoxalin-2-yl)oxy)-3-ethylpyrrolidine-2-carboxylate 4-methylbenzenesulfonate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Bacillus thuringiensis subsp. Aizawai strain ABTS-1857,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, C16-18, esters with diethylene glycol",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,high,NA,NA,FALSE
"Cobaltate(3-), bis[6-amino-5-[(2-hydroxy-3,5-dinitrophenyl)azo]-1-naphthalenesulfonato(3-)]-, sodium",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
barium calcium cesium lead samarium strontium bromide chloride fluoride iodide europium doped,CAS without structure,TRUE,TRUE,Inorganic salts,superclass,subset,medium,NA,NA,FALSE
"Phenol, 4-amino-, reaction products with aniline, 4-methyl-1,3-benzenediamine, p-phenylenediamine, sodium sulfide (Na2S) and sulfur",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
HECMA,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
"Flue dust, lead-manufg., cadmium-rich",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
ALKYL SUBSTITUTED SILICA GEL,Unclassified,TRUE,TRUE,Organosilicon compounds,subclass,subset,medium,NA,NA,FALSE
"Phosphoric acid, mono C16-20 (branched, even numbered) alkyl esters",Unclassified,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"N-(3-Guanidino-4-methyl-phenyl)-4-(4-methyl-piperazin-1-ylmethyl)-benzamide, dihydrochloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"N,N,N',N',N''-Pentamethyl-N-C16-18 (even numbered) C18 unsat.-alkyl-1,3-propanediammonium chloride",CAS without structure,TRUE,TRUE,Quaternary ammonium salts,subclass,subset,medium,NA,NA,FALSE
"Phosphoric acid, C4 and C12-14(even numbered) alkyl esters",Unclassified,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"9-Octadecenoic acid (Z)-, reaction products with 2-[(2-aminoethyl)amino]ethanol",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"Lead oxide sulfate (Pb4O3(SO4)), monohydrate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"N,N‘-di-C16-18 (even numbered) and C18-unsatd. alkyl[1,2-ethanediylbis(imino-3,1-propanediyl)]diamines",Unclassified,TRUE,TRUE,Amines,subclass,subset,low,NA,NA,FALSE
cotton seed oil,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Methyl 2-((3-chloro-4-cyanophenyl)amino)-2-methoxyacetate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Concrete obtained from lichen of Pseudevernia furfuracea (syn evernia furfuracea)(Parmeliaceae) by extraction with a mixture of polar and apolar solvents,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
polyester derived from the condensation of adipic acid and ethylene glycol,Unclassified,TRUE,TRUE,Organic Polymers,superclass,subset,medium,NA,NA,FALSE
N-[(9H-fluoren-9-ylmethoxy)carbonyl]glycyl-L-prolyl-O-tert-butyl-L-seryl-O-tert-butyl-L-serylglycine,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"(3S,6E)- 3,7,11-trimethyldodeca-6,10-dien-1-ol",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
N-isotridecyl-iso-tridecanamide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, tall-oil, manganese salts",CAS without structure,TRUE,TRUE,Organic metal salts,class,subset,medium,NA,NA,FALSE
Thyme oil,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Decene, hydroformylation products, high boiling",Unclassified,TRUE,TRUE,Fatty alcohols,subclass,subset,low,NA,NA,FALSE
"Nickel, 2,2'-thiobis[4-nonylphenol] complexes",CAS without structure,TRUE,TRUE,Transition metal salts,class,subset,low,NA,NA,FALSE
"Fatty acids, C16-18, reaction products with diethanolamine",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"N,N-Di-(2-Ethylhexyl)-amino Isostearamide",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"7,7'-(carbonyldiimino)bis[4-hydroxy-3-[(6-sulpho-2-naphthyl)azo]naphthalene-2-sulphonic] acid, sodium salt, compound with 2,2',2''-nitrilotriethanol",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
SC-188,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
Fat distillation residues,Unclassified,TRUE,TRUE,Fatty Acyls,class,subset,low,NA,NA,FALSE
SIMFPI2,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
BLEU PERGASCRIPT BD 551,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
ARANCIO REATTIVO 116,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of 1,6-hexanediamine and 12-hydroxyoctadecanoic acid",Unclassified,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
Neodecanoic acid,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Reaction products of diazotised 2-amino-5-{[2-(sulfooxy)ethyl]sulfonyl}benzenesulfonic acid coupled with 2,5-diaminobenzenesulfonic acid, subsequently coupled with diazotised 2-[(3-aminophenyl)sulfonyl]ethyl hydrogen sulfate, potassium sodium salts",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
DITHIODISUCCINIC ACID,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Triammonium salt of 2,2',2'',2'''-(cyclohexane-1,2-diyldinitrilo)tetraacetic acid",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Aluminum, dross",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"3-C12-18-(even numbered)-alkylamido-N,N-dimethylpropan-1-amino oxide",Unclassified,TRUE,TRUE,Long-chain alkyl amine oxides,direct_parent,subset,medium,NA,NA,FALSE
"Reaction products of 2,7-Naphthalenedisulfonic acid, 5-[[4-chloro-6-(ethylphenylamino)-1,3,5-triazin-2-yl]amino]-4-hydroxy-3-[(2-sulfophenyl)azo]-, trisodium salt and lithium chloride",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"7-[(ethoxycarbonyl)amino]-4-hydroxynaphthalene-2-sulfonic acid, sodium salt",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"perchloric acid, salts (perchlorate)",Unclassified,TRUE,TRUE,Organic perchlorate salts,class,broader,medium,Organic perchlorate salts,0.8345977760691042,TRUE
(Trimethoxysilyl)methyl 2-methacrylate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2,3-dihydroxypropyl undecylenat",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
divanadium(5+) dialuminium(3+) magnesium(2+) nonaoxidandiide,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Lead, naphthenate neodecanoate complexes",CAS without structure,TRUE,TRUE,Organic lead salts,subclass,subset,medium,NA,NA,FALSE
"Sulfonic acids, C16-alkane hydroxy and C16-alkene, potassium salts",CAS without structure,TRUE,TRUE,Organic sulfonic acids and derivatives,superclass,subset,medium,NA,NA,FALSE
BFC,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
ACETATE D'ISOHEPTYLE,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Quillaja saponaria, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
MG1,Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"3-[(2,2-Dimethyl-1,2-azasilolidin-1-yl)(dimethyl)silyl]-1-propanamine",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Amines, N-C12-18 (even numbered) alkyltrimethylenedi- andamines, N-(3-aminopropyl)-N’-(C12-18 (even numbered) alkyl)trimethylenedi-,carboxymethyl derivs., sodium salts",Unclassified,TRUE,TRUE,Amines,subclass,subset,low,NA,NA,FALSE
"Fatty acids, C14-18 and C16-18-unsatd., esters with neopentyl glycol",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,high,NA,NA,FALSE
L-2-(Benzyl-methyl-amino)-1-(3-hydroxy-phenyl)-ethanol,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"cellulose, 2-hydroxypropyl methyl ether (HPMC)",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"sodium hydrogen [5-(diethylamino)-2-[(2-hydroxy-4-nitrophenyl)azo]phenolato(2-)][5-hydroxy-6-[(2-hydroxy-4-nitrophenyl)azo]-1-naphthalenesulfonato(3-)]-, chromate(2-)",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[2-[(4-chloro-6-methoxy-1,3,5-triazin-2-yl)amino]ethyl]amino]sulfonyl sulfo derivs., sodium salts",CAS without structure,TRUE,TRUE,Phthalocyanines,subclass,subset,high,NA,NA,FALSE
Hydrolyzed Quinoa,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
chlorotoluene,CAS without structure,TRUE,TRUE,Halotoluenes,subclass,subset,high,NA,NA,FALSE
"3-Isocyanatomethyl-3,5,5-trimethylcyclohexyl isocyanate, oligomers, 2-Hydroxy-1(2)- methylethyl carbamate blocked",Unclassified,TRUE,TRUE,Polycarbamates,class,subset,medium,NA,NA,FALSE
"Hexanedioic acid oligomeric reaction products with 2,2'-oxybis[ethanol]",CAS without structure,TRUE,TRUE,Macrolides and analogues,class,subset,low,NA,NA,FALSE
"Fatty acids, C16-18, lithium salts",CAS without structure,TRUE,TRUE,Organic alkali metal salts,subclass,subset,medium,NA,NA,FALSE
"1-(2,2,3,3,3-pentafluoropropoxy)-butan-2-ol",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
REVERSACOL FLAME,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"4,4'-methylenediphenyldiisocyanate and 2,4'-diisocyanatodiphenylmethane and their oligomerisation reaction products with 2,2'-oxydiethanol, propane-1,2-diol and butane-1,3-diol",Unclassified,TRUE,TRUE,Polycarbamates,class,subset,medium,NA,NA,FALSE
"Trisodium 1-hydroxynaphthalene-2-azo-4'-(5',5''-dimethylbiphenyl)-4''-azo(4''-phenylsulfonyloxybenzene)-2',2'',4-trisulfonate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(2S)-2-hydrazinyl-3-[4-hyrdoxy-3-(substituted)phenyl]-2-alkylpropanoic acid — tert-alkylamine (1/1),Unclassified,TRUE,TRUE,Hydrazines and derivatives,subclass,subset,medium,NA,NA,FALSE
"Alpha,alpha-trehalaseIUBMB 3.2.1.28",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Transaminase enzyme powder,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Resin acids and Rosin acids, fumarated, esters with glycerol",CAS without structure,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"Phosphoric acid, mono- and di-C8-10-(even numbered)-alkyl esters",Unclassified,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"Fatty acids, C16-18, Bu esters",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,high,Fatty acid esters,0.8200929502279364,TRUE
2-hydroxyethylammonium perbromide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"(R)-3-(2-fluoro-4-phenoxyphenyl)-1-(piperidin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Amides, coco, N-[3-(dimethylamino)propyl]",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,high,NA,NA,FALSE
PDS-1799,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Enamel,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Amines, C12-14-tert-alkyl, compds. with 2(3H)-benzothiazolethione",CAS without structure,TRUE,TRUE,Organosulfur compounds,superclass,broader,low,NA,NA,FALSE
"Anthemis nobilis, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Reaction mixture of hydrogenated tallow alkyl amines with sebacic acid and barium hydroxide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Pseudomonas sp. Strain DSMZ 13134,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Essential oil of Cedarwood Texas obtained from the wood of Juniperus mexicana (Cupressaceae) by distillation - Terpenes,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Fatty acids, C18-unsatd., dimers, hydrogenated, diisooctadecyl esters",CAS without structure,TRUE,TRUE,Fatty acid esters,subclass,subset,medium,NA,NA,FALSE
Xylene,CAS without structure,TRUE,TRUE,Xylenes,subclass,exact,high,Xylenes,0.9376536106705246,TRUE
NK-4293,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"(butadiene, styrene, methyl methacrylate) copolymer cross-linked with 1,3-butanediol dimethacrylate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Diethyl 2-[2-bromoethyl]-2-ethoxycarbonylmalonate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
2-(2-oxopyrrolidin-1-yl)butyramide,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
polyterpenes,Unclassified,TRUE,TRUE,Polyterpenoids,subclass,exact,medium,Polyterpenoids,0.931239905915452,TRUE
pumpkin seed oil,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Amides, C8-18 (even numbered) and C18-unsatd., N-(hydroxyethyl)",Unclassified,TRUE,TRUE,Fatty amides,subclass,subset,high,NA,NA,FALSE
Trisodium [5-[[4-[(3-chloro-2-hydroxy-5-sulphophenyl)azo]-3-hydroxyphenyl]azoxy]-2-[2-(4-nitro-2-sulphophenyl)vinyl]benzenesulphonato(5-)]cuprate(3-),CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
BXDA,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
NEJI-18,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
[(S)-2-(4-{3-[3-benzhydrylidene-amino-5-chloro-2-fluoro-phenyl]-1-isopropyl-1H-pyrazol-4-yl}-pyrimidin-2-ylamino)-1-methyl-ethyl]-carbamic acid methyl ester,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Hydrocarbons, C5, ethylene-manuf.-by-product, hydrogenated",CAS without structure,TRUE,TRUE,Saturated hydrocarbons,class,subset,medium,NA,NA,FALSE
"5-CHLORCARBONYL-5H-DIBENZ(B,F)AZEPIN",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Graphites,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
1-Hydroxycyclopentanecarboxylic acid ethyl ester,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Trisodium 2-{2-[1-ethyl-2-hydroxy-4-methyl-6-oxo-5-(sulfonatomethyl)-1,6-dihydropyridin-3-yl]diazen-1-yl}-4-{[4-fluoro-6-({4-[2-(sulfonatooxy)ethanesulfonyl]phenyl}amino)-1,3,5-triazin-2-yl]amino}benzene-1-sulfonate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Lead, dross, bismuth-rich",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzamide, N-[9-[(2R,6S)-6-(hydroxymethyl)-2-morpholinyl]-9H-purin-6-yl]-, ethanedioate (1:1)",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzenesulfonic acid, mono- and dialkylation products with C16-20 (even numbered, branched and linear) olefins",Unclassified,TRUE,TRUE,Benzenesulfonic acids and derivatives,subclass,subset,high,NA,NA,FALSE
"Nonanoic acid, mixed esters with heptanoic acid, pentaerythritol and valeric acid",CAS without structure,TRUE,TRUE,Carboxylic acid esters,direct_parent,subset,medium,NA,NA,FALSE
"Artemisia herba-alba, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Other inorganic mercury compounds,Substance group,TRUE,TRUE,Inorganic mercury compounds,class,subset,medium,Inorganic mercury compounds,0.9668960312485926,TRUE
"Wheat, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Amides, C10-12 (even numbered) and C18 (unsaturated) alkyl, N, N-bis(hydroxyethyl)",Unclassified,TRUE,TRUE,Fatty amides,subclass,subset,high,NA,NA,FALSE
Dextransucrase,CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Naphthalenesulfonic acids, branched and linear Bu derivs., sodium salts",CAS without structure,TRUE,TRUE,Naphthalene sulfonic acids and derivatives,subclass,subset,high,NA,NA,FALSE
DMPAIPC,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
NT-17,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
arsenic acid and its salts with the exception of those specified elsewhere in this Annex,Substance group,TRUE,TRUE,Inorganic arsenic compounds,class,subset,medium,NA,NA,FALSE
"Fatty acid chlorides, C18 unsatd., reaction products with sodium N-methyltaurinate",CAS without structure,TRUE,TRUE,Fatty amides,subclass,subset,medium,NA,NA,FALSE
"Slags, ferronickel-manufg.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"hydrocarbons C26-55, arom-rich",CAS without structure,TRUE,TRUE,Aromatic hydrocarbons,class,subset,medium,NA,NA,FALSE
"α-hydroxypoly(methyl-(3-(2,2,6,6-tetramethylpiperidin-4-yloxy)propyl)siloxane)",Unclassified,TRUE,TRUE,Organic Polymers,superclass,subset,medium,NA,NA,FALSE
GCA 11,Unclassified,TRUE,FALSE,NA,NA,NA,low,NA,NA,FALSE
SD956,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Zinc iron chromite brown spinel,CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
SOLSPERSE 25000,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"2-benzofuran-1,3-dione, addition product with (2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol and 2-(2-hydroxyethoxy)ethanol, propoxylated",CAS without structure,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
(Z)-7-Tetradecanole,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
salts of hyoscyamine,Unclassified,TRUE,TRUE,Tropane alkaloids,class,subset,high,NA,NA,FALSE
"1,5-naphthylenediisocyanate, or 4,4'-diphenylmethanediisocyanate, or toluylenediisocyanate",Unclassified,TRUE,TRUE,Isocyanates,subclass,subset,medium,NA,NA,FALSE
"(15α,16α,17β)-3-hydroxyestra-1,3,5(10)-triene-15,16,17-triyl triacetate",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Pentanoic acid, 2-propyl-, lead(2+) salt",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Almond, sweet, ext.",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Coal Tar Solids Residue|Tar, coal, storage residues|[The deposit removed from crude coal tar storages. Composed primarily of coal tar and carbonaceous particulate matter.]",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
polyethylene wax,CAS without structure,TRUE,TRUE,Polyethylene glycols,direct_parent,broader,low,NA,NA,FALSE
"salts and esters of dinoseb, with the exception of those specified elsewhere in this Annex",Unclassified,TRUE,TRUE,Organic salts,superclass,broader,medium,NA,NA,FALSE
"Reaction products of cyclohexylamine, alkan-1-amine and 1,1'-methanediylbis(4-isocyanatobenzene)",Unclassified,TRUE,TRUE,Polyureas,superclass,subset,medium,NA,NA,FALSE
"Lead, C5-23-branched carboxylate naphthenate octanoate complexes",CAS without structure,TRUE,TRUE,Organic metal salts,superclass,subset,medium,NA,NA,FALSE
alkylpolyethoxypolypropoxy benzylether,CAS without structure,TRUE,TRUE,Phenol ethers,class,subset,medium,NA,NA,FALSE
"Phosphoric acid, C14-15 branched and linear alkyl esters, potassium salts",CAS without structure,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"Esterification products of glycerol with docosanoic acid, icosanedioic acid and 16-methylheptadecanoic acid",Unclassified,TRUE,TRUE,Triacylglycerols,subclass,subset,medium,NA,NA,FALSE
"Phosphoric acid, isotridecyl esters",Unclassified,TRUE,TRUE,Organic phosphoric acids and derivatives,superclass,subset,medium,NA,NA,FALSE
"4-Nonylphenol, branched, ethoxylated",CAS without structure,TRUE,TRUE,Phenol ethers,class,subset,medium,NA,NA,FALSE
Straight Chain Lepidopteran Pheromones (SCLPs) - Aldehydes,Unclassified,TRUE,TRUE,Fatty aldehydes,subclass,subset,high,NA,NA,FALSE
"Margosa, ext. [cold-pressed oil of Azadirachta indica seeds without shells extracted with super-critical carbon dioxide]",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Imazethabenz,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(3R)-4[(4-Methoxyphenyl)methyl]-3-methylpiperazine-2-one,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Lithium 1,1-dimethylpropoxide",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
2-({2-[4-(dimethylamino)benzoyloxy]ethyl}(methyl)amino)ethyl 4-(dimethylamino)benzoate,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
